root	kanji	band	gloss
oktant	八分	pejvo	【数】八分円;【天】八分儀
au^toklav	高压锅	piv	【技】【PIV】1 Speco de metala vazo tre fortika k hermete ferme
prim	质数	pejvo	【数】素数;【カ】一時課（早朝の祈り）
barikad	路障	pejvo	［他］バリケードを築く
skalen	斜角	piv	【解】【PIV】Nomo de pluraj oblikvaj muskoloj, kiuj levas la ri
pingven	企鹅	pejvo	{Ｏ}【鳥】ペンギン（科の総称）
sfenisk	企鹅	piv	【動】【PIV】G. (Genro) (Spheniscus) de pingvenoj, vivantaj en 
guas^	水粉	pejvo	【美】グワッシュ（不透明な水彩絵具の一種）;グワッシュ画
egret	冠羽	pejvo	【鳥】冠羽（かんう）;【服】（帽子の）羽根飾り;【植】（タンポポの）冠毛;【電】ブラシ放電
primordi	原基	piv	【植】【PIV】Junega au^ juna stadiformo de organo: primordio de
leksikon	词典	pejvo	{Ｏ}用語集,小辞典;【語】語彙（ごい）,語彙目録
afazi	失语	pejvo	【病】失語症
bordun	低音	piv	【楽】【PIV】Plej basa sonorilo, kordo au^ orgentubo.
enkau^stik	蜡画	piv	【史】【PIV】1 Farbo varme diluita en vakso. 2 S^miraj^o, konsi
zenit	天顶	pejvo	【天】天頂の
silt	粉砂	piv	【地質】【PIV】Detrita sedimento, el eroj (silteroj) c^. (c^irka
antraks	炭疮	pejvo	【病】炭疽（たんそ）（炭疽菌による伝染病）;【病】癰（よう）,疔（ちょう）（悪性の吹き出物）
konvekt	对流	pejvo	［他］【理】対流させる
dau^b	桶板	pejvo	【機】樽板,樽の側板
madz	钉头锤	piv	【史】【PIV】1 Peza, metalkapa klabo, uzata en Mezepokaj batalo
troposfer	对流层	pejvo	【気】対流圏,>>stratosfero
disertaci	论文	pejvo	（学術）論文,学位論文,=disertaj^o
asket	苦行	pejvo	苦行者;禁欲主義者
ametrop	屈光	piv	【医】【PIV】(pp (se paroli pri) okulo) Trafita de ametropeco.
kapus	航向	piv	【PIV】Direkto de la akso de s^ipo, rigardata de la posto al
portik	柱廊	pejvo	{Ｏ}【建】ポーチコ,柱廊式玄関
tof	凝灰	pejvo	【地質】凝灰岩（ぎょうかいがん）;【医】痛風結節（つうふうけっせつ）
rea	美洲鸵	piv	【動】【PIV】G. (Genro) (Rhea) de S-Amerikaj strutosimilaj bird
ileks	冬青	pejvo	{Ｏ}【植】モチノキ（属）;セイヨウヒイラギ,=akvifolio
kladik	支学	piv	【PIV】Metodo, kiu celas kiel eble plej objektivan klasifiko
miom	肌瘤	pejvo	【医】【PIV】Muskola tumoro.
paletr	调色板	pejvo	{Ｏ}【美】パレット;《転》（画家特有の）色調
esamen	蜂群	piv	【PIV】Abelsvarmo.
mering	蛋白霜	pejvo	［他］（菓子に）メレンゲをのせる
uv	葡萄	piv	【PIV】Vinberoj: la rug^a, la blanka uvo; rekomendi uvan kur
difeomorf	微分同胚	piv	【数】【PIV】(pp (se paroli pri) geometria objekto) Tia, ke ekz
difeomorfi	微分同胚	piv	【PIV】Bijekcio, kiu estas senfine kontinue derivebla same k
slum	贫窟	piv	【PIV】Urbokvartalo kadukig^inta k atinganta mizeran staton:
metazo	后生	pejvo	【動】【PIV】Plurc^ela, hista animalo.
kvartet	四重	pejvo	【楽】カルテット（四重唱曲，四重奏曲）;【楽】カルテット（四重唱団，四重奏団）
fronton	山花	pejvo	{Ｏ}【建】ペディメント（建物正面や戸・窓の上につけた三角形の部分）
reporter	记者	pejvo	《稀》=raportisto（レポーター）
centuri	百队	piv	【史】【PIV】(c^e la Romanoj) Cento da civitanoj au^ da soldato
sapot	人心果	piv	【植】【PIV】1 Alia, nelegitima nomo (Sapota) de la g. (genro) 
sinkop	切分	pejvo	{Ｏ}【楽】シンコペーション;【医】=sveno（失神）;【語】語中音省略
rekvizici	征用	pejvo	［他］【法】徴発する,徴用する,接収する
alk	驼鹿	pejvo	{Ｏ}【動】オオシカ
sinekur	闲职	pejvo	（待遇のよい）閑職,名誉職,楽な地位
tiktak	滴答	pejvo	［自］（時計が）チクタク鳴る,カチカチ鳴る
afust	炮架	pejvo	{Ｏ}【軍】砲架,銃架
bilharzi	血虫	piv	【PIV】(ark. (arkaismo, arkaisme)) = skistosomo.
skistosom	血虫	piv	【動】【PIV】G. (Genro) (Schistosoma) de parazitaj vermoj el tr
puntili	面子	piv	【PIV】Afero, kiu vive koncernas ies honoron.
introvertit	内向	pejvo	【心】内向性の人
hirud	吸血虫	pejvo	{Ｏ}【動】ヒル
kep	军帽	pejvo	{Ｏ}【服】ケピ帽（フランスの軍帽）;（円筒形でひさしの付いた）学生帽,制帽
tref	梅花	pejvo	{Ｏ}【遊】（トランプの）クラブ
poplit	膝窝	pejvo	【解】膝窩（しっか）,ひかがみ
gimnot	电鱼	pejvo	【動】ギムノートゥス（属）（デンキウナギ目の電気魚）
midriaz	散瞳	piv	【医】【PIV】Dilatig^o de la pupiloj.
s^utr	百叶窗	pejvo	【建】（窓の）シャッター,よろい戸,=fenestrokovrilo
mizantrop	厌人	pejvo	人間嫌いの人,厭世家
rasl	啰音	piv	【医】【PIV】Nenormala bruo, au^debla c^e brustau^skulto, k pro
kadrat	空铅	pejvo	【印】クワタ（活字組版で空白を埋める込め物）
asteri	海星	pejvo	【動】ヒトデ,=marstelo
uve	葡萄膜	piv	【解】【PIV】La vaskula membrano de la okulo, formita de la iri
ambr	龙香	pejvo	{Ｏ}竜涎香（りゅうぜんこう）,アンバーグリス
gazel	瞪羚	pejvo	{Ｏ}【動】ガゼル（属）,>>antilopo
abrazi	磨蚀	piv	【地質】【PIV】1 Erozio pro frotado de materialo transportita de
soldanel	雪铃	piv	【植】【PIV】G. (Genro) (Soldanella el primolacoj) de malaltaj,
robot	机器人	pejvo	{Ｏ}ロボット,人造人間;【機】産業用ロボット;【情】自動プログラム,ボット;《転》ロボット人間（自分の意志を持たず
kokcidi	球虫	piv	【動】【PIV】Subklaso (Coccidia) de sporozooj, parazitantaj en 
korm	茎叶体	piv	【植】【PIV】1 Vegeta korpo de la superaj plantoj, konsistanta 
cejan	蓝菊	pejvo	{Ｏ}【植】ヤグルマギク（矢車菊）
homotop	同伦	piv	【数】【PIV】(pp (se paroli pri) geometria figuro au^ spaco) Es
homotopi	同伦	piv	【PIV】Bildigo, kiu kontinue deformas unu figuron au^ spacon
reprezali	报复	pejvo	【法】（国家間の）報復,復仇（ふっきゅう）,>>veng^o
pergamen	羊皮纸	pejvo	{Ｏ}羊皮紙
karbonar	烧炭党	piv	【史】【PIV】Ano de karbonarismo.
nikotin	烟碱	pejvo	{Ｏ}【化】ニコチン
abdik	退位	pejvo	{Ｏ}［他］【政】（国王などが）退位する,譲位する,（高位者が）退任する,辞職する,>>demisii,>>eksi
dakriocist	泪囊	piv	【解】【PIV】Larmosako.
kokle	耳蜗	piv	【解】【PIV】(cochlea) Spiralforma osta kanalo, parto de la int
jut	黄麻	pejvo	【織】ジュート;【植】=jutplanto（ツナソ）
ordinat	纵标	pejvo	【数】縦座標,><absciso
meloman	乐迷	piv	【PIV】Muzik-amanto.
amonit	菊石	pejvo	【生】アンモナイト,アンモン貝
salp	海桶	piv	【動】【PIV】G. (Genro) (Salpa) de tunikuloj, malgrandaj, barel
elegi	挽歌	pejvo	哀歌の,悲歌の;哀愁をおびた,物悲しい
polo	马球	pejvo	【運】ポロ,=maleopilko
ocel	单眼	piv	【動】【PIV】1 Simpla okulo de multaj artropodoj. Vd omatidio. 
seminari	研讨	pejvo	{Ｏ}ゼミナール,セミナー,研究会;神学校
kazu	疑难	pejvo	【キ】（判断が難しい）信仰上の問題
kurar	箭毒	piv	【PIV】Drasta vegetaj^a veneno, estiganta muskolan paralizon
vitel	蛋黄	piv	【生】【PIV】Nutraj rezervoj de la ovo de animaloj.
notakant	刺背	piv	【動】【PIV】G. (Genro) (Notacanthus) de teleosteaj fis^oj el M
ekscentrik	偏心	pejvo	【機】偏心輪
nova	新星	piv	【天】【PIV】Stelo, kiu - pro eksploda forj^eto de siaj ekstera
hieroglif	象形	pejvo	{Ｏ}【史】ヒエログリフ,聖刻文字;《転》判読不能な文字
steven	首柱	pejvo	【海】船首材
prokavi	蹄兔	piv	【動】【PIV】G. (Genro) (Procavia) de hufuloj, malgrandaj, kun 
sinklinal	向斜	piv	【地質】【PIV】Konkava parto de falto. Vd antiklinalo.
rek	单杠	pejvo	【運】鉄棒
splint	夹板	piv	【医】【PIV】Lameneto el rigida materialo, metala, ligna au^ pl
propedeu^tik	预科	pejvo	予備教育の
lupol	蛇麻	pejvo	{Ｏ}【植】ホップ（種）
desapont	失望	piv	【PIV】(tr (transitiva)) Ne kontentigi la esperojn de iu.
nau^til	鹦螺	pejvo	【動】オウムガイ（属）
termit	白蚁	pejvo	{Ｏ}【虫】シロアリ（白蟻）（目の総称）
kariljon	钟琴	piv	【PIV】Sonorilaro, kiun oni ludas per klavaro, nun plejofte 
mitoz	等分	piv	【生】【PIV】Dividig^o de c^ela nukleo al du nukleoj genare ide
pantomim	哑剧	pejvo	{Ｏ}【劇】パントマイム,無言劇
eu^fau^zi	磷虾	piv	【動】【PIV】G. (Genro) (Euphausia) de krustacoj kun nag^kruroj
miso	豆酱	pejvo	【料】みそ
furier	军需	pejvo	【軍】食糧・宿舎係下士官
salangan	金丝燕	piv	【動】【PIV】G. (Genro) (Collocalia) de birdoj el la ordo de ap
vici	野豌豆	pejvo	【植】ソラマメ（空豆）（属）（ソラマメ、カラスノエンドウなどを含む）
maroken	软革	pejvo	［他］（牛皮・紙などを）モロッコ革風に作る
epitet	修饰	pejvo	{Ｏ}【Ｇ】付加形容詞,>>predikato
iliak	盆骨	piv	【解】【PIV】Koksosto.
granulom	粒瘤	piv	【医】【PIV】Nomo de inflamaj tumoroj, kau^zataj de diversaj in
amanit	鹅膏	pejvo	【菌】テングタケ（天狗茸）,ベニテングタケ
pilor	幽门	piv	【解】【PIV】(pylorus) Duodena orifico de la stomako. Vd kardjo
eu^metrop	正视	piv	【医】【PIV】(pp (se paroli pri) okulo) Tia, ke, estante en nea
samuraj	武士	pejvo	【日】武士,侍（さむらい）
ruf	赤褐	pejvo	《詩》=flavrug^a（赤褐色の）
mimoz	含羞	pejvo	{Ｏ}【植】ミモザ,オジギソウ（属）,>>akacio
diod	二极管	pejvo	【電】ダイオード
lazaret	检疫院	pejvo	（港・空港の）検疫所,隔離病院;野戦病院,>>malsanulejo
idili	田园	pejvo	牧歌的な,素朴で美しい
mangl	红树	pejvo	【果】マングローブ（の実）
rizofor	红树	piv	【植】【PIV】G. (Genro) (Rhizophora el rizoforacoj) de dau^rafo
propriocept	体感	piv	【生】【PIV】(tr (transitiva)) Percepti la pozicion k movojn de
iperit	芥气	pejvo	【軍】イペリット（毒ガスの一種）,マスタードガス
hif	菌丝	piv	【植】【PIV】Fadenforma elemento de funga micelio.
feldspat	长石	pejvo	【鉱】長石
albugine	白膜	piv	【解】【PIV】Tre blanka fibra membrano de testiko k aneksaj^o; 
luksaci	脱臼	pejvo	【医】脱臼（だっきゅう）,=elartikig^o
homeopati	顺势	pejvo	同種療法の,ホメオパシーの;《転》極微量の
kloroz	萎黄	pejvo	萎黄病の
hierodul	庙奴	piv	【宗】【PIV】Junulo au^ junulino, kiu devis log^i dum difinita 
oliban	乳香	pejvo	【植】乳香
s^am	鹿皮	pejvo	{Ｏ}セーム革,>>c^amo
jodl	假声	piv	【PIV】(ntr (netransitiva)) Kanti kun rapida alterno de kap-
aval	背书	pejvo	［他］【商】（手形を）裏書きする
maksim	格言	pejvo	{Ｏ}金言,格言,座右の銘
aneroid	无液	pejvo	【理】【PIV】1 (pp (se paroli pri) ujo) Vakuigita k elasta. 2 (
impotent	性无能	pejvo	（男性が）性的不能の,インポテンツの
dracen	龙血树	piv	【植】【PIV】G. (Genro) (Dracaena el dracenacoj) de arboj k tru
tul	网纱	pejvo	{Ｏ}【織】チュール（ベールやドレスに用いる網状の薄い布地）,亀甲紗（きっこうしゃ）
apoteoz	神化	pejvo	［他］神に祭る;あがめる
gilotin	断头	pejvo	［他］ギロチンにかける
paleozoik	古生	pejvo	古生代の
tandem	串联	pejvo	タンデム式に,縦列につないで
urat	尿酸盐	piv	【PIV】Unu el la saloj de la urata acido, kiu povas precipit
binar	二进	pejvo	【情】二進の,=duuma,>>duvalora,>>bitara
bleni	滑鱼	piv	【動】【PIV】G. (Genro) (Blennius) de fis^oj el la ordo de perk
ametist	紫晶	pejvo	{Ｏ}【鉱】紫水晶
arkad	拱廊	pejvo	{Ｏ}【建】アーケード（一区画）
ake	树懒	piv	【PIV】= bradip(od)o.
azo	无生	piv	【PIV】1 Senvivula, pli speciale senanimala. 2 Senfosilia.
fanfar	号角	pejvo	［自］ファンファーレを奏でる
divertikul	囊室	piv	【解】【PIV】Anatomia, patologia au^ teratologia sakforma kavo,
heksagon	六角	piv	【PIV】1 = regula sesangulo. 2 = sesangulo.
manis	穿山甲	piv	【動】【PIV】G. (Genro) (Manis) de sendentaj mamuloj el Afriko 
kiromanci	手相	piv	【PIV】Au^gurado surbaze de la formo k la linioj de mano.
almanak	历书	pejvo	{Ｏ}暦（こよみ）,暦書,>>kalendaro;年鑑,>>jarlibro
bav	口水	piv	【PIV】Speco de s^au^mo, kiun eligas iuj bestoj: bavo de buf
bras	帆索	piv	【PIV】S^nuro fiksita c^e la pinto de jardo au^ gafo, por g^
hals	帆索	piv	【PIV】Takelo au^ s^nuro c^e la antau^a malsupra angulo de v
bes^amel	白汁	pejvo	【PIV】Sau^co, farita el brunaj^o kun lakto: florbrasiko kun
faradiz	电疗	pejvo	［他］【医】感応通電法で治療する
kolocint	药瓜	pejvo	【植】コロシントウリ（種）
kompromis	妥协	pejvo	［自］妥協する,和解する
draj^	根芽	piv	【植】【PIV】S^oso, kiu kreskas el radiko k per kies replantado
nokau^t	击倒	pejvo	［他］【運】ノックアウトする,=knokau^ti
knokau^t	击倒	pejvo	［他］【運】ノックアウトする
cisticerk	囊尾虫	piv	【動】【PIV】Larvo de iuj tenioj, enkistig^anta en muskoloj k c
cerebel	小脑	pejvo	【解】小脳
atlet	选手	pejvo	{Ｏ}運動選手
kapor	山柑	pejvo	{Ｏ}【植】フウチョウボク（属）,ケーパー（種）;【料】ケーパー（つぼみの酢漬け）
c^uk	夹头	piv	【技】【PIV】Tiu parto de ilo au^ mas^ino, kiu estas fiksita al
kanibal	食人	pejvo	{Ｏ}食人種（の人）
batat	甘薯	pejvo	【植】サツマイモ（薩摩芋）（種）,甘藷（かんしょ）
androgin	雌雄	pejvo	【植】（同一花序に）雌雄両花のある
barbaden	西番莲	piv	【植】【PIV】1 Sp. (Specio) de pasifloro (Passiflora quadrangul
pleu^r	胸膜	pejvo	【解】胸膜,（旧用語で）肋膜（ろくまく）
apopleksi	卒中	pejvo	{Ｏ}【病】卒中,脳卒中,=cerbatako
amfibrak	短长短	pejvo	【文】抑揚抑格,短長短格
stalaktit	乳石	pejvo	{Ｏ}【地質】鍾乳石
sakristi	圣器	pejvo	{Ｏ}【キ】（教会の）聖具室
potas	钾碱	pejvo	{Ｏ}【化】灰汁（あく）,カリ（炭酸カルシウムの俗称）;=kau^stika potaso
binom	二项	pejvo	【数】二項式の
palatin	宫伯	piv	【史】【PIV】Grafo, havanta en sia graflando la saman jurisdikc
krin	颈毛	piv	【PIV】C^iu el la longaj haroj de c^evala, leona ktp (kaj ti
delfen	海豚	pejvo	{Ｏ}【動】イルカ
ligustr	女贞	pejvo	【植】イボタノキ（属）
pemikan	干肉	piv	【PIV】Preparaj^o el sekigita k pistita viando, miksita kun 
komet	扫星	pejvo	{Ｏ}【天】彗星（すいせい）
nekropsi	检尸	pejvo	［他］【医】検死する
pau^t	翘嘴	pejvo	［自］口をとがらす,ふくれ面をする,=lipmieni
j^uri	陪审	pejvo	【法】陪審;《転》（コンテストなどの）審査員団,=jug^antaro
pederasti	童色	pejvo	少年愛;男色
pudl	搅炼	piv	【PIV】(tr (transitiva)) Pritrakti krudferon, por ricevi mol
stratosfer	平流层	pejvo	【気】成層圏,>>troposfero
kolc^ik	秋水仙	pejvo	【植】コルチカム（属）,イヌサフラン
s^il	乳液	pejvo	《古》【医】=>c^ilo（乳糜）
jah^t	游艇	pejvo	【海】=jakto（ヨット）
herpet	泡疹	pejvo	【病】ヘルペス,疱疹（ほうしん）
pentagon	五角	pejvo	【数】五角形,=kvinangulo
til	碎麻	piv	【服】【PIV】Instrumento por disfibrigi tigojn k forigi la senu
kromatin	染色质	piv	【化】【生】【PIV】C^elnuklea kolorigebla substanco, konsistanta e
onkocerk	盘尾	piv	【動】【PIV】G. (Genro) (Onchocerca) de filarioj, hau^taj paraz
kaki	土黄	pejvo	カーキ色の
au^reli	海月	piv	【動】【PIV】G. (Genro) (Aurelia) de celenteruloj el la klaso d
salvi	鼠尾草	pejvo	{Ｏ}【植】サルビア（属）,アキギリ（属）;セージ（種）
eskalon	梯队	piv	【軍】【PIV】C^iu el la elementoj de trupo arang^ita en tia ord
s^ankr	毒疮	pejvo	{Ｏ}【病】下疳（げかん）,>>ulcero
furunk	毒疮	pejvo	{Ｏ}【病】せつ,ちょう,ねぶと
karbunkl	毒疮	pejvo	【病】癰（よう）の,疔（ちょう）の
anksi	忧虑	piv	【医】【PIV】Stato de psika perturbo k agitig^o: maltrankvileco
stag^	实习	pejvo	研修（実習）期間
sklerot	巩膜	piv	【解】【植】【PIV】1 (sclera) Fibreca membrano, kiu konsistigas la
dipsak	续断	pejvo	【植】ナベナ（属）
mancinel	毒苹	pejvo	【植】マンチニール（有毒な樹液を分泌する熱帯アメリカ産低木）
oestr	发情	piv	【生】【PIV】Fiziologia stato de ina mamulo dum la maturig^o de
teleks	电传	piv	【PIV】Speco de telegrafo, konsistanta el teletajpilo, konek
nebuloz	星云	pejvo	【天】星雲
inocent	无罪	pejvo	=senkulpa（KK,War,F. de Diego）【私家版】
siluet	剪影	pejvo	{Ｏ}シルエット,輪郭,影法師;影絵
maneg^	驯马	pejvo	【馬】調馬術;調馬場,乗馬学校
mastoid	乳突	piv	【解】【PIV】(processus mastoideus) Postorela elstaraj^o de la 
flan	蛋奶	pejvo	{Ｏ}【菓】フラン（円くて平たいカスタードクリーム入りのパイ）
arkipelag	群岛	pejvo	{Ｏ}群島,諸島,>>insularo
eu^fori	欣快	piv	【医】【PIV】Sento de bonfarto, jen reala (c^e resanig^o ktp (k
duktil	延展	pejvo	【理】可延性の,>>dratigebla,>>etendebla
skun	帆船	pejvo	【海】スクーナー（二本以上のマストをもつ縦帆船）
lugr	帆船	pejvo	【海】ラガー（小型の帆船）
koder	码元	piv	【PIV】1 Unu el la signoj au^ grupoj de signoj en kodo 2. 2 
klejstogam	闭花	piv	【植】【PIV】(pp (se paroli pri) floro au^ florplanto) Karakter
sien	红土	pejvo	【化】シエンナ（赤褐色の顔料）
nelg	不长	piv	【PIV】Antau^ nelonge: en la tombejo, nelge, vi parolis kun 
flanel	毛绒	pejvo	{Ｏ}【織】フランネル,ネル,フラノ（毛織物の一種）
komplic	同谋	pejvo	【法】共犯者,=kunkulpulo;（犯罪の）加担者,=krimhelpanto
neglig^	便袍	pejvo	{Ｏ}【服】ネグリジェ,部屋着,化粧着
mucilag	粘液	pejvo	粘液質の
ambliop	弱视	piv	【医】【PIV】Havanta difektig^on de la vidkapablo, kvankam ne h
pone	矮马	pejvo	【PIV】C^evalo de malgranda raso (ne pli ol 1,40 m), kun lon
tukan	巨嘴鸟	pejvo	{Ｏ}【鳥】オオハシ（大嘴）（科）
kobr	眼镜蛇	piv	【動】【PIV】Kn (Kolektiva nomo) de la venenaj serpentoj el la 
silen	蝇子草	piv	【植】【PIV】G. (Genro) (Silene el kariofilacoj) de plantoj - u
kolier	项链	pejvo	ネックレス,=kolc^eno
grifel	石笔	pejvo	［他］石筆で書く;彫刻刀で刻む
sulfam	氨硫	piv	【化】【PIV】Radiko de sulfamata acido (en kunmetaj^oj).
staki	水苏	piv	【植】【PIV】G. (Genro) (Stachys el lamiacoj) de plantoj - unu-
slang	俗语	pejvo	【語】スラング,仲間言葉,俗語,>>j^argono
ostrak	陶片	piv	【史】【PIV】En antikveco, potfragmento, sur kiu oni strekis vo
alabastr	雪花石膏	pejvo	{Ｏ}【鉱】アラバスター（大理石の一種）;【鉱】雪花石膏（せっかせっこう）
prelud	前奏	pejvo	［自］前奏曲を演奏する
aperitiv	开胃酒	pejvo	{Ｏ}【料】アペリチフ,食前酒,>>digestigaj^o
ekzoftalmi	凸眼	piv	【医】【PIV】Elstareco de la okulgloboj el la orbitoj.
zepelin	硬式飞艇	pejvo	【空】ツェッペリン飛行船,硬式飛行船,>>aers^ipo
sekstant	六分仪	pejvo	【海】六分儀
board	迎风	pejvo	［自］【海】まぎる,ジグザグに帆走する;《転》回り道をする,遠回しの手段をとる
uvul	小舌	pejvo	口蓋垂の
karoseri	车身	pejvo	{Ｏ}【車】車体,ボディー
sirop	糖浆	pejvo	{Ｏ}シロップ;【薬】シロップ剤
konik	锥线	pejvo	【数】円錐（えんすい）曲線,>>konuso
holoturi	海参	pejvo	【動】ナマコ（海鼠）（綱の総称）,=markolbaso
nandin	天竹	pejvo	《Ｎ》【植】ナンテン（南天）（specio el berberisacoj，_Nandina domestica_，
vikun	小羊驼	pejvo	【動】ビクーニャ（ラマに似たアンデス産の偶蹄類）
konjugaci	变位	pejvo	［他］【Ｇ】（動詞を）活用させる,変化させる
perlamot	珠层	pejvo	真珠層の;真珠光沢の
fasc^in	柴束	pejvo	［他］束柴（そくさい）で補強する
skolastik	经院	pejvo	スコラ哲学の;《転》形式主義の,煩瑣な
limonad	柠檬水	pejvo	{Ｏ}【料】レモネード
karak	商舶	piv	【PIV】Granda mezepoka komercos^ipo. Vd galiono, karavelo.
spam	垃圾	pejvo	《Ｎ》【情】スパム（迷惑メールなど）
mediastin	纵隔	piv	【解】【PIV】(mediastinum) Meza regiono de la toraka kavo, ente
trikofit	毛癣菌	piv	【植】【医】【PIV】G. (Genro) (Trichophyton) de c^. (c^irkau^) 20 
gluten	面筋	pejvo	【化】グルテン
katabol	分解	piv	【生】【PIV】Tuto de la procezoj de malkonstruo de protoplasmo 
kric^	尖叫	pejvo	［自］金切り声を上げる,キーッと鳴く,キーキー鳴る
karakal	耳猫	piv	【動】【PIV】Sp. (Specio) de linko (Lynx caracal), vivanta en d
prozelit	改宗	pejvo	{Ｏ}新信者,新加入者;（ユダヤ教への）改宗者
akvafort	蚀刻	pejvo	［他］銅版に彫る
sepi	墨鱼	pejvo	{Ｏ}【動】コウイカ（類）;《般》イカ（烏賊）,>>loligo;セピア色
alb	白袍	pejvo	【キ】アルバ（司祭の着る白い祭服）
tenar	鱼际	piv	【解】【PIV】(thenar) Elstaraj^o en la manplato c^e la bazo de 
aktini	海葵	piv	【動】【化】【PIV】1 Rozosimila ses-koralulo (Actinia k parencaj g
kasi	腊肠树	piv	【植】【PIV】G. (Genro) (Cassia el fabacoj) de arboj kun plume 
kebab	烤肉	pejvo	《Ｎ》【料】ケバブ （中東の焼肉料理）
kason	沉箱	pejvo	【建】潜函,ケーソン;【建】（天井の）格間（ごうま）
okzal	酸模	pejvo	{Ｏ}【植】スイバ（酸葉）（種）
ral	秧鸡	piv	【動】【PIV】G. (Genro) (Rallus) de malgrandaj vadbirdoj el la 
bakalau^r	学士	pejvo	（大学の）学士（日英米）,>>licenciato,>>magistro;バカロレア（大学入学資格所有者）,>>ab
konfirmaci	坚信礼	pejvo	［他］【キ】堅信を授ける
kibic	多嘴	piv	【PIV】G^ena sintrudulo, kiu ekz. (ekzemple) rigardas kartlu
bart	鲸须	pejvo	鯨のひげ;（コルセットの）張り骨
abak	算盘	pejvo	【数】計算盤,そろばん,>>sorobano;【建】（円柱頭部の）冠板（かむりいた）
detrit	碎屑	piv	【地質】【PIV】Mineralo au^ fragmento de mineralo, de roko au^ d
primat	灵长	pejvo	【動】霊長類（の動物）
apercept	统觉	piv	【哲】【PIV】1 Konscia perceptado; kapablo sintezi la perceptaj
knedlik	面团	pejvo	《Ｎ》【料】団子,=pastobulo
flameng	火烈鸟	piv	【動】【PIV】Fenikoptero. -> flamengofloro.
nostalgi	怀旧	pejvo	郷愁に満ちた
jalap	泻块根	pejvo	【薬】ヤラッパ
paprik	甜椒	pejvo	{Ｏ}【料】パプリカ,甘唐辛子（あまとうがらし）,>>rug^a pipro
skizofreni	精神分裂	pejvo	【病】統合失調症（以前は精神分裂症と呼ばれた）
skalp	头皮	pejvo	［他］頭皮をはぎ取る
kokolit	颗石	piv	【植】【PIV】1 G. (Genro) Coccolithus el kokolituloj. 2 C^iu el
liturgi	礼拜	pejvo	礼拝の,典礼の
lamprid	月鱼	piv	【動】【PIV】Granda mara fis^o (unuspecia g. (genro) Lampris gu
vajr	松鼠皮	piv	【PIV】Pelto, prezentata per vicoj de helmetformaj bildoj, a
domen	骨牌	pejvo	{Ｏ}【遊】ドミノ;【服】ドミノ（仮装舞踏会用の頭巾付きマント）
balist	弓炮	pejvo	【軍】弩砲（どほう）（石や矢を飛ばす古代の攻城兵器）
suber	木栓	piv	【植】【PIV】Histo de vaskulplantoj, konsistanta el fruevolue m
adjudant	准尉	piv	【軍】【PIV】En pluraj armeoj, suboficiro de alta grado.
dinornit	恐鸟	pejvo	【古生】ディノルニス（属）;モア（絶滅した大型の走鳥類）
koncili	宗会	pejvo	公会議の,宗教会議の
cibet	灵猫香	pejvo	じゃ香
alvus	鱼苗	pejvo	（養殖した）稚魚
rung	横档	piv	【技】【PIV】Lateto ligna au^ metala kun ronda au^ ortangula se
s^al	披肩	pejvo	{Ｏ}【服】ショール,肩掛け
koriandr	香菜	pejvo	【植】コエンドロ（属）;コリアンダー
procesor	处理器	pejvo	【情】プロセッサ,処理装置,=prilaborilo
torf	泥炭	pejvo	{Ｏ}【鉱】泥炭（でいたん）
skarlatin	猩红热	pejvo	{Ｏ}【病】猩紅（しょうこう）熱
tetan	强直	pejvo	{Ｏ}【病】破傷風;【医】（筋肉の持続的）強縮,強直けいれん
akredit	信任	pejvo	［他］（外交官などに）信任状を与えて派遣する
puerper	产后	piv	【医】【PIV】Rilata al la akus^o k al la periodo, kiu tuj sekva
frakt	分形	piv	【数】【PIV】Geometria figuro kun ric^a detala strukturo je ajn
pitiat	劝愈	piv	【医】【PIV】(ark. (arkaismo, arkaisme)) Resanigebla per la per
operac	作战	pejvo	【軍】作戦,軍事行動
balan	藤壶	piv	【動】【PIV】1 G. (Genro) (Balanus) de maraj krustacoj el la su
kolazion	加餐	pejvo	［自］間食する,軽食をとる,おやつを食べる
asbest	石棉	pejvo	{Ｏ}【鉱】アスベスト
absid	后殿	pejvo	【建】アプス,（教会の）後陣（長方形の建物の一端に張り出した半円形の部分）
imagin	成虫	pejvo	【虫】成虫,成体,>>larvo,>>pupo
tini	头癣	pejvo	【医】【PIV】Grupa nomo de iaj parazitaj dermatozoj de la kapha
precedenc	先例	pejvo	先例,前例
lapil	火砾	piv	【地質】【PIV】Lafero, inter 2−60 mm (milimetro(j)) dimensia, el
imperfekt	未完	pejvo	{Ｏ}【Ｇ】半過去,未完了時制
linotip	铸排	pejvo	【印】ライノタイプ
alism	泽泻	piv	【植】【PIV】G. (Genro) (Alisma el alismacoj) de 9 sp-oj (speci
kontralt	女低	pejvo	{Ｏ}【楽】コントラルト（女声の低音域）,>>aldo,>>soprano
teorem	定理	pejvo	{Ｏ}【数】定理,>>aksiomo
ekspedici	远征	pejvo	探検隊;遠征軍
disonanc	不谐	pejvo	不協和音の;耳障りな;不調和な
ligatur	结扎	piv	【医】【PIV】1 a) Fadeno, per kiu oni ligas sangan vaskulon, ki
servic	餐具	pejvo	{Ｏ}【料】食器セット,食器ひとそろい
tektonik	构造	piv	【地質】【PIV】Scienco pri la tektonoj.
